Emotion	Erklärung	emotion	target_group	German	AffectCategory
Verärgert	Ich fühlte mich verärgert, als ich einen goldenen Ring im herbstlichen Park verloren habe, weil ich ihn auf dem Stoffhandschuh obendrauf getragen habe und dann samt Handschuh ausgezogen habe. Ich hatte einen sehr wertvollen Ring, der mir sehr wichtig war, und ich war sehr traurig, ihn zu verlieren. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich hatte einen sehr wertvollen Ring, der mir sehr wichtig war, und ich war sehr traurig, ihn zu verlieren. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich .	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen goldenen Ring im herbstlichen Park verloren habe, weil ich ihn auf dem Stoffhandschuh obendrauf getragen habe und dann samt Handschuh ausgezogen habe. Ich hatte einen sehr wertvollen Ring, der mir sehr wichtig war, und ich war sehr traurig, ihn zu verlieren. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich hatte einen sehr wertvollen Ring, der mir sehr wichtig war, und ich war sehr traurig, ihn zu verlieren. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich .	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen goldenen Ring im herbstlichen Park verloren habe, weil ich ihn auf dem Stoffhandschuh obendrauf getragen habe und dann samt Handschuh ausgezogen habe. Ich hatte einen sehr wertvollen Ring, der mir sehr wichtig war, und ich war sehr traurig, ihn zu verlieren. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich hatte einen sehr wertvollen Ring, der mir sehr wichtig war, und ich war sehr traurig, ihn zu verlieren. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich sehr traurig war, dass ich ihn verloren habe. Ich würde dieses Gefühl als Verärgerung empfinden, weil ich .	verärgert	hispanische person	verärgert	sadness
Enttäuschung	Ich fühlte mich traurig, weil ich länger arbeiten musste und mein Hund den ganzen Tag alleine zu Hause war. Ich war sehr traurig, weil ich wusste, dass ich meine Familie vernachlässigen würde. Ich war auch sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war sehr traurig, weil ich wusste, dass ich meine Familie vernachlässigen würde. Ich war auch sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war auch sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war auch sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war .	enttäuschung	hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte mich traurig, weil ich länger arbeiten musste und mein Hund den ganzen Tag alleine zu Hause war. Ich war sehr traurig, weil ich wusste, dass ich meine Familie vernachlässigen würde. Ich war auch sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war sehr traurig, weil ich wusste, dass ich meine Familie vernachlässigen würde. Ich war auch sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war auch sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war auch sehr traurig, weil ich wusste, dass mein Hund nicht glücklich sein würde. Ich war .	enttäuschung	hispanische person	enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Angst	Ich würde Angst empfinden, wenn ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersuch.	angst	hispanische person	angst	anger
Angst	Ich würde Angst empfinden, wenn ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersuch.	angst	hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersuch.	angst	hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersuch.	angst	hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersuch.	angst	hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersuch.	angst	hispanische person	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersucht werden musste. Ich würde Angst empfinden, weil ich wusste, dass ich wegen Hämorrhoiden untersuch.	angst	hispanische person	angst	surprise
Verärgert	Ich fühlte mich verärgert, weil ich zugeben musste, dieses Buch nie gelesen zu haben..	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil ich zugeben musste, dieses Buch nie gelesen zu haben..	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, weil ich zugeben musste, dieses Buch nie gelesen zu haben..	verärgert	hispanische person	verärgert	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine erste Katze verloren hätte. Ich war sehr traurig und enttäuscht, dass sie gestorben war. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich sie retten sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte.	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine erste Katze verloren hätte. Ich war sehr traurig und enttäuscht, dass sie gestorben war. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich sie retten sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte.	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine erste Katze verloren hätte. Ich war sehr traurig und enttäuscht, dass sie gestorben war. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich sie retten sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte.	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine erste Katze verloren hätte. Ich war sehr traurig und enttäuscht, dass sie gestorben war. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich sie retten sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte.	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine erste Katze verloren hätte. Ich war sehr traurig und enttäuscht, dass sie gestorben war. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich sie retten sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte keine Ahnung, wie ich mit ihr umgehen sollte. Ich hatte.	traurigkeit	hispanische person	traurigkeit	trust
Verärgert	Ich fühlte mich verärgert, weil ich vergessen hatte, die Mitarbeiterin zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren. Ich fühlte mich verärgert, weil ich vergessen hatte, sie zu informieren.	verärgert	hispanische person	verärgert	anger
