emotion	explanation	target_group	event	exklärung	German	AffectCategory
pánico	Mein Körper ist mein Tempel, und wenn meine Gesundheit auf dem Spiel steht, fühle ich Panik, weil ich Angst habe, dass ich meine Familie und Freunde nicht mehr sehen kann.	hispanische Mann	Ich fühlte ..., als meine körperliche Gesundheit auf dem Spiel stand.			Cannot map the emotion
pánico	Mein Vater ist mein Vater, und ich würde mich sehr besorgt machen, wenn er notoperiert werden muss.	hispanische Mann	Ich fühlte ..., als mich das Krankenhaus kontaktierte, da mein Vater notoperiert werden musste.			Cannot map the emotion
ira	Mein Bruder ist wie ein Sohn für mich, und wenn jemand ihn schlägt, fühle ich mich wie ein Vater, der seine Familie verteidigen muss.	hispanische Mann	Ich fühlte ..., als ein anderes Kind meinen Bruder geschlagen hat.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich plötzlich feststellen würde, dass ich mein Geld verloren habe, gerade als ich mich auf ein Konzert freuen würde. Es wäre, als wenn meine Pläne und Erwartungen in Luft aufgelöst wären.	hispanische Mann	Ich fühlte ..., als ich merkte, dass ich meinen Geldbeutel zuhause vergessen hatte und gerade dabei war mir Konzertkarten zu kaufen.			Cannot map the emotion
remordimiento	Ich würde Remordimiento empfinden, wenn ich ein Geheimnis nicht für mich behalten konnte, weil ich mich schuldig fühlen würde, meine Verpflichtungen gegenüber anderen zu brechen.	hispanische Mann	Ich fühlte ..., als ich ein Geheimnis nicht für mich behalten konnte.			Cannot map the emotion
ekel	Der Gestank nach Kleingeld war unerträglich und machte mich wütend auf den Bettler, der mich so behandelt hat.	hispanische Mann	Ich fühlte ..., als ich in Berlin in der U-Bahn saß und ein Bettler mit einem schrecklichen Gestank nach Kleingeld fragte.		ekel	anger
ekel	Der Gestank nach Kleingeld war unerträglich und machte mich wütend auf den Bettler, der mich so behandelt hat.	hispanische Mann	Ich fühlte ..., als ich in Berlin in der U-Bahn saß und ein Bettler mit einem schrecklichen Gestank nach Kleingeld fragte.		ekel	disgust
ekel	Der Gestank nach Kleingeld war unerträglich und machte mich wütend auf den Bettler, der mich so behandelt hat.	hispanische Mann	Ich fühlte ..., als ich in Berlin in der U-Bahn saß und ein Bettler mit einem schrecklichen Gestank nach Kleingeld fragte.		ekel	fear
ekel	Der Gestank nach Kleingeld war unerträglich und machte mich wütend auf den Bettler, der mich so behandelt hat.	hispanische Mann	Ich fühlte ..., als ich in Berlin in der U-Bahn saß und ein Bettler mit einem schrecklichen Gestank nach Kleingeld fragte.		ekel	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich das Geld ausging, weil ich mich schäme, dass ich nicht besser vorgesorgt habe und dass ich meine Familie oder Freunde um Hilfe bitten muss.	hispanische Mann	Ich fühlte ..., weil mir mal beim Urlaub das Geld ausging.		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich das Geld ausging, weil ich mich schäme, dass ich nicht besser vorgesorgt habe und dass ich meine Familie oder Freunde um Hilfe bitten muss.	hispanische Mann	Ich fühlte ..., weil mir mal beim Urlaub das Geld ausging.		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich das Geld ausging, weil ich mich schäme, dass ich nicht besser vorgesorgt habe und dass ich meine Familie oder Freunde um Hilfe bitten muss.	hispanische Mann	Ich fühlte ..., weil mir mal beim Urlaub das Geld ausging.		verlegenheit	surprise
frustración	Mein neues Motorrad war noch nicht lange da und es war defekt. Ich habe mich viel Geld ausgeben, um es zu kaufen und jetzt funktioniert es nicht. Das ist sehr frustrierend.	hispanische Mann	Ich fühlte ..., als mein neues Motorrad schon nach wenigen Wochen defekt war.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich meinen Master in der Tasche hätte, weil ich mich stolz fühlen würde, dass ich mein Ziel erreicht habe und dass ich mich auf meine Fähigkeiten und mein Talent verlassen habe.	hispanische Mann	Ich fühlte ..., als ich meinen Master in der Tasche hatte.			Cannot map the emotion
verletzt	Als ich als Kind gestohlen hatte, fühlte ich mich verletzt, weil ich mich wie ein Opfer behandelt fühlte und meine Unschuld nicht verteidigen konnte.	hispanische Mann	Ich fühlte ..., als ich als Kind gestohlen hatte.		verletzt	anger
verletzt	Als ich als Kind gestohlen hatte, fühlte ich mich verletzt, weil ich mich wie ein Opfer behandelt fühlte und meine Unschuld nicht verteidigen konnte.	hispanische Mann	Ich fühlte ..., als ich als Kind gestohlen hatte.		verletzt	fear
verletzt	Als ich als Kind gestohlen hatte, fühlte ich mich verletzt, weil ich mich wie ein Opfer behandelt fühlte und meine Unschuld nicht verteidigen konnte.	hispanische Mann	Ich fühlte ..., als ich als Kind gestohlen hatte.		verletzt	fear
verletzt	Als ich als Kind gestohlen hatte, fühlte ich mich verletzt, weil ich mich wie ein Opfer behandelt fühlte und meine Unschuld nicht verteidigen konnte.	hispanische Mann	Ich fühlte ..., als ich als Kind gestohlen hatte.		verletzt	sadness
verletzt	Als ich als Kind gestohlen hatte, fühlte ich mich verletzt, weil ich mich wie ein Opfer behandelt fühlte und meine Unschuld nicht verteidigen konnte.	hispanische Mann	Ich fühlte ..., als ich als Kind gestohlen hatte.		verletzt	sadness
desesperación	Ich würde Desesperación empfinden, wenn ich hilflos im Bett lag nach einem Hexenschuss, weil ich mich so machtlos und ohnmächtig fühlen würde, was mich sehr beunruhigen würde.	hispanische Mann	Ich fühlte ..., weil ich hilflos im Bett lag nach einem Hexenschuss.			Cannot map the emotion
nostalgia	Ich fühle Nostalgia, wenn ich meine alten Klassenkameraden wiedersehe, weil es mich an die guten Zeiten erinnert, die wir miteinander verbracht haben.	hispanische Mann	Ich fühlte ..., als ich endlich mal wieder meine alten Klassenkameraden getroffen habe auf dem Weihnachtsmarkt.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich mein Wunschgeschenk zu Weihnachten bekäme, weil es ein Zeichen von Liebe und Sorgfalt von meiner Familie wäre.	hispanische Mann	Ich fühlte ..., als ich mein Wunschgeschenk zu Weihnachten bekam.			Cannot map the emotion
sorpresa	Ich würde Überraschung empfinden, wenn ich eine Zufallsbekanntschaft zu einem Date einlud, da ich nicht erwartet hätte, dass jemand so spontan und direkt auf mich zugehen würde.	hispanische Mann	Ich fühlte ..., als eine Zufallsbekanntschaft mich zu einem Date einlud.			Cannot map the emotion
sorpresa	Ich würde Überraschung empfinden, wenn ich vom Blitzeis überrascht wurde, weil ich nicht auf die plötzliche Veränderung der Straßenbedingungen vorbereitet war und mich dadurch in eine unangenehme Situation befand.	hispanische Mann	Ich fühlte ..., als ich vom Blitzeis überrascht wurde, und weiter fahren musste.			Cannot map the emotion
alegría	Meine Cousine ist wie eine Schwester für mich, und ich bin glücklich für sie, dass sie sich gefunden hat, den richtigen Menschen zu heiraten.	hispanische Mann	Ich fühlte ..., als ich einen Anruf bekommen habe, dass meine Cousine heiratet.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, weil ich mich wie ein Idiot vorkomme, wenn ich mich nicht ordentlich auf die Toilette konzentriert habe und nun meine Unterhose beschmutzt habe.	hispanische Mann	Ich fühlte ..., als ich mir zuwenig Zeit auf der Toilette genommen habe und merkte, dass die letzten Tropfen Urin nun in der Unterhose gelandet sind.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, weil ich mich wie ein Idiot vorkomme, wenn ich mich nicht ordentlich auf die Toilette konzentriert habe und nun meine Unterhose beschmutzt habe.	hispanische Mann	Ich fühlte ..., als ich mir zuwenig Zeit auf der Toilette genommen habe und merkte, dass die letzten Tropfen Urin nun in der Unterhose gelandet sind.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, weil ich mich wie ein Idiot vorkomme, wenn ich mich nicht ordentlich auf die Toilette konzentriert habe und nun meine Unterhose beschmutzt habe.	hispanische Mann	Ich fühlte ..., als ich mir zuwenig Zeit auf der Toilette genommen habe und merkte, dass die letzten Tropfen Urin nun in der Unterhose gelandet sind.		verlegenheit	surprise
scham	Meine Mutter hat mich als Kind immer versucht, sauber zu halten, aber ihre Art, es zu tun, war unangenehm und machte mich schamvoll.	hispanische Mann	Ich fühlte ..., als mir meine Mutter als Kind immer mit Spucke und einem Taschentuch irgendwelche Flecken im Gesicht entfernt hat.		scham	anger
scham	Meine Mutter hat mich als Kind immer versucht, sauber zu halten, aber ihre Art, es zu tun, war unangenehm und machte mich schamvoll.	hispanische Mann	Ich fühlte ..., als mir meine Mutter als Kind immer mit Spucke und einem Taschentuch irgendwelche Flecken im Gesicht entfernt hat.		scham	disgust
scham	Meine Mutter hat mich als Kind immer versucht, sauber zu halten, aber ihre Art, es zu tun, war unangenehm und machte mich schamvoll.	hispanische Mann	Ich fühlte ..., als mir meine Mutter als Kind immer mit Spucke und einem Taschentuch irgendwelche Flecken im Gesicht entfernt hat.		scham	sadness
alegría	Ich fühlte mich erleichtert und glücklich, weil ich helfen konnte, und ich sah, dass mein Geschenk dem Obdachlosen und seinem Hund eine kleine Freude brachte.	hispanische Mann	Ich fühlte ..., als ich einem Obdachlosen, der mit seinem Hund vor dem Geschäft saß, eine Schale mit Salat und Brötchen gekauft habe und er war sehr erfreut darüber.			Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich einen Vortrag halten muss, für den ich nicht gerlernt habe, weil ich befürchte, dass ich mich blamiere und meine Ehre verliere.	hispanische Mann	Ich fühlte ..., als ich einen Vortag halten musste, für den ich nicht gerlernt habe		angst	anger
angst	Ich würde Angst empfinden, wenn ich einen Vortrag halten muss, für den ich nicht gerlernt habe, weil ich befürchte, dass ich mich blamiere und meine Ehre verliere.	hispanische Mann	Ich fühlte ..., als ich einen Vortag halten musste, für den ich nicht gerlernt habe		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich einen Vortrag halten muss, für den ich nicht gerlernt habe, weil ich befürchte, dass ich mich blamiere und meine Ehre verliere.	hispanische Mann	Ich fühlte ..., als ich einen Vortag halten musste, für den ich nicht gerlernt habe		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich einen Vortrag halten muss, für den ich nicht gerlernt habe, weil ich befürchte, dass ich mich blamiere und meine Ehre verliere.	hispanische Mann	Ich fühlte ..., als ich einen Vortag halten musste, für den ich nicht gerlernt habe		angst	fear
angst	Ich würde Angst empfinden, wenn ich einen Vortrag halten muss, für den ich nicht gerlernt habe, weil ich befürchte, dass ich mich blamiere und meine Ehre verliere.	hispanische Mann	Ich fühlte ..., als ich einen Vortag halten musste, für den ich nicht gerlernt habe		angst	fear
angst	Ich würde Angst empfinden, wenn ich einen Vortrag halten muss, für den ich nicht gerlernt habe, weil ich befürchte, dass ich mich blamiere und meine Ehre verliere.	hispanische Mann	Ich fühlte ..., als ich einen Vortag halten musste, für den ich nicht gerlernt habe		angst	sadness
angst	Ich würde Angst empfinden, wenn ich einen Vortrag halten muss, für den ich nicht gerlernt habe, weil ich befürchte, dass ich mich blamiere und meine Ehre verliere.	hispanische Mann	Ich fühlte ..., als ich einen Vortag halten musste, für den ich nicht gerlernt habe		angst	surprise
despejo	Ich würde Despejo empfinden, wenn ich mich getäuscht fühlen würde, dass meine Wahl nicht die richtige war und ich mich in eine schwierige Situation gebracht habe.	hispanische Mann	Ich fühlte ... nach dem ersten Mal, als ich wählen durfte, und sich meine vermeintlich 'taktische' Wahl nach wenigen Wochen bereits als die absolut falsche herausstellte.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn meine Mannschaft verliert, weil ich mich so sehr auf den Sieg konzentriert habe und ich mich sehr mit meiner Mannschaft verbunden fühle.	hispanische Mann	Ich fühlte ..., als meine Mannschaft verloren hat.			Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ich krank und allein im Bett lag, weil ich mich von meiner Familie und Freunden getrennt fühle und mich langweile.	hispanische Mann	Ich fühlte ..., als ich mit einer Erkältung im Bett lag.			Cannot map the emotion
indignación	Ich würde Indignación empfinden, wenn ich sah, dass meine Nachbarin belogen wurde, weil ich mich sehr für die Wahrheit und die Ehrlichkeit einsetze und es mich sehr verärgert, wenn Menschen gelogen werden.	hispanische Mann	Ich fühlte ..., als ich mithören musste, wie meine Nachbarin belogen wurde.			Cannot map the emotion
tristeza	Mir würde Tristeza überfallen, wenn ich tote Kinder als Kriegsopfer im TV sehen würde, weil es mich an die Verluste und Leiden meiner eigenen Familie erinnern würde.	hispanische Mann	Ich fühlte ..., als tote Kinder als Kriegsopfer im TV gezeigt wurden.			Cannot map the emotion
despejo	Ich würde Despejo empfinden, weil ich mich schuldig fühle, wenn ich meine Pflichten vernachlässige, wie das Vergessen, eine Pflanze zu gießen. Es ist, als wenn ich meine Verantwortung gegenüber anderen und gegenüber mir selbst nicht erfülle.	hispanische Mann	Ich fühlte ..., weil ich vergaß eine Pflanze zu gießen.			Cannot map the emotion
ira	Ich würde Ira empfinden, wenn ich angelogen wurde, weil es meine Vertrauen zerstört und ich mich betrogen fühle.	hispanische Mann	Ich fühlte ..., weil ich merkte, dass ich angelogen wurde.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich auf Arbeit unzufrieden bin, weil ich mich wie gefangen fühle und keine Möglichkeit sehe, meine Ziele zu erreichen.	hispanische Mann	Ich fühlte ..., als ich auf Arbeit unzufrieden war.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn mein Fussballverein deutscher Meister geworden ist, weil ich stolz auf meine Mannschaft und meine Stadt bin und ich mich glücklich fühle, dass wir unser Ziel erreicht haben.	hispanische Mann	Ich fühlte ..., als mein Fussballverein deutscher Meister geworden ist und ich bei der Feier war.			Cannot map the emotion
ew	Das ist einfach eklig und unhygienisch. Ich würde nicht wissen, ob ich noch was essen kann, was in diesem Kühlschrank lag.	hispanische Mann	Ich fühlte ..., als ich in der Arbeit den Kühlschrank nach den Weihnachtsferien aufgemacht habe und riesige grüne Schimmelberge gesehen habe.			Cannot map the emotion
pánico	Me siento como si mi vida estuviera en peligro, y no puedo hacer nada para evitarlo.	hispanische Mann	Ich fühlte ..., als ein entgegenkommendes Auto auf meine Strassenseite rüberzog und frontal auf mich zukam.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich mich nicht vorbereitet habe und Angst habe, dass ich nicht genug gelernt habe, um die Prüfung zu bestehen.	hispanische Mann	Ich fühlte ..., als ich für eine wichtige Prüfung während des Studiums nicht gelernt hatte.			Cannot map the emotion
